ioc,ioc_type,threat_type,malware,confidence_level,reference,first_seen,last_seen,source,collection_date
2025-12-17 21:20:10,"""1682026""","""http://91.212.150.246/07efd5d9112845b8.php""","""url""","""botnet_cc""","""win.stealc""","""None""","""Stealc""",ThreatFox,2025-12-18T05:28:04.049276
2025-12-17 18:10:10,"""1681862""","""http://196.251.107.4/h8jfdmdWS/index.php""","""url""","""botnet_cc""","""win.amadey""","""None""","""Amadey""",ThreatFox,2025-12-18T05:28:04.049294
2025-12-17 17:03:10,"""1681583""","""http://78.40.209.164:5506/dk.vbs""","""url""","""botnet_cc""","""win.hijackloader""","""DOILoader",GHOSTPULSE,ThreatFox,2025-12-18T05:28:04.049300
2025-12-17 17:03:10,"""1681584""","""http://78.40.209.164:5506/JFEXKAKW.msi""","""url""","""botnet_cc""","""win.hijackloader""","""DOILoader",GHOSTPULSE,ThreatFox,2025-12-18T05:28:04.049309
2025-12-17 13:31:48,"""1681466""","""https://chi.botick.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049314
2025-12-17 13:31:48,"""1681467""","""https://chi.frederickcookies.com.br/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049318
2025-12-17 09:58:37,"""1681290""","""https://www.vpnathan-partners.com.my/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049326
2025-12-17 09:58:36,"""1681291""","""https://mail.vanguartagency.com/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049333
2025-12-17 09:58:36,"""1681341""","""https://academie.habg.ci/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049338
2025-12-17 09:07:05,"""1681333""","""https://91.124.149.199/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049343
2025-12-17 09:07:04,"""1681326""","""https://xsw.asrkala.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049346
2025-12-17 09:07:04,"""1681327""","""https://gor.botick.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049350
2025-12-17 09:07:04,"""1681328""","""https://gor.frederickcookies.com.br/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049360
2025-12-17 09:07:04,"""1681329""","""https://86.54.42.241/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049363
2025-12-17 09:07:04,"""1681330""","""https://86.54.42.243/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049367
2025-12-17 09:07:04,"""1681331""","""https://95.217.245.21/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049370
2025-12-17 09:07:04,"""1681332""","""https://157.180.35.209/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049374
2025-12-17 09:07:03,"""1681325""","""https://xsw.chadamaite.com/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049377
2025-12-17 07:46:26,"""1680801""","""http://114.132.217.187:8888/supershell/login/""","""url""","""botnet_cc""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049382
2025-12-17 07:46:25,"""1681135""","""http://198.46.216.206:8888/supershell/login/""","""url""","""botnet_cc""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049387
2025-12-17 07:46:22,"""1681069""","""https://tenjin-central.com/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049391
2025-12-17 07:46:21,"""1681137""","""https://usanovafoundation.org/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049395
2025-12-17 07:46:18,"""1681189""","""https://lead-mc.jp/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049399
2025-12-17 07:15:10,"""1681279""","""http://fedoramaginoracura.site:8080/updater?for=5120D3FEDD36EAC912DB54C863CE59BB""","""url""","""botnet_cc""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049404
2025-12-16 18:05:15,"""1681017""","""http://196.251.107.23/7ffc7a279c17c091.php""","""url""","""botnet_cc""","""win.stealc""","""None""","""Stealc""",ThreatFox,2025-12-18T05:28:04.049409
2025-12-16 15:33:32,"""1680786""","""https://tur.chadamaite.com/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049413
2025-12-16 15:33:32,"""1680787""","""https://tur.asrkala.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049417
2025-12-16 15:11:56,"""1680780""","""https://jjjgaasda.live/api/config""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049422
2025-12-16 15:11:56,"""1680781""","""https://jjjgaasda.live/api/client""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049426
2025-12-16 15:11:56,"""1680782""","""https://steamcommunity.com/profiles/76561199000000002/""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049432
2025-12-16 15:08:03,"""1680776""","""https://www.dcamargobetoneiras.com.br/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049437
2025-12-16 14:50:38,"""1680727""","""https://lumis.lt/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049442
2025-12-16 14:50:37,"""1680728""","""https://fastsolution.asia/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049446
2025-12-16 14:50:30,"""1680740""","""https://www.seydap.gr/""","""url""","""payload_delivery""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-18T05:28:04.049451
2025-12-16 14:25:18,"""1680746""","""http://45.93.20.34/20e1a9f6de594e28.php""","""url""","""botnet_cc""","""win.stealc""","""None""","""Stealc""",ThreatFox,2025-12-18T05:28:04.049454
2025-12-16 11:15:25,"""1680691""","""http://43.156.137.45:443/jquery-3.3.1.min.js""","""url""","""botnet_cc""","""win.cobalt_strike""","""Agentemis",BEACON,ThreatFox,2025-12-18T05:28:04.049460
2025-12-16 10:06:07,"""1680670""","""https://val.chadamaite.com/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049463
2025-12-16 10:06:07,"""1680671""","""https://val.asrkala.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049468
2025-12-16 08:11:24,"""1680642""","""https://kit.chadamaite.com/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049472
2025-12-16 08:11:24,"""1680643""","""https://kit.asrkala.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049475
2025-12-16 08:11:24,"""1680644""","""https://top.chadamaite.com/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049479
2025-12-16 08:11:24,"""1680645""","""https://top.asrkala.top/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049482
2025-12-16 08:11:24,"""1680646""","""https://46.224.26.34/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049486
2025-12-16 08:11:24,"""1680647""","""https://157.180.113.244/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049489
2025-12-16 08:11:24,"""1680648""","""https://185.208.158.230/""","""url""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-18T05:28:04.049492
